energy [eV]	total (gross)	total (net)	0 (gross)	0 (net)	1 (gross)	1 (net)	2 (gross)	2 (net)	3 (gross)	3 (net)	4 (gross)	4 (net)	5 (gross)	5 (net)	6 (gross)	6 (net)	7 (gross)	7 (net)	8 (gross)	8 (net)	9 (gross)	9 (net)	10 (gross)	10 (net)	11 (gross)	11 (net)	12 (gross)	12 (net)	13 (gross)	13 (net)	14 (gross)	14 (net)	15 (gross)	15 (net)	16 (gross)	16 (net)
1,160.00	11.58	11.58	7.981	7.981	24.69	24.69	23.01	23.01	21.92	21.92	19.61	19.61	15.85	15.85	12.38	12.38	9.592	9.592	8.317	8.317	7.452	7.452	6.813	6.813	6.738	6.738	6.594	6.594	6.606	6.606	6.329	6.329	6.356	6.356	6.527	6.527
1,162.00	11.74	11.74	8.130	8.130	25.01	25.01	23.43	23.43	22.36	22.36	20.04	20.04	16.18	16.18	12.57	12.57	9.696	9.696	8.401	8.401	7.518	7.518	6.876	6.876	6.763	6.763	6.617	6.617	6.634	6.634	6.419	6.419	6.423	6.423	6.524	6.524
1,164.00	11.88	11.88	8.241	8.241	25.21	25.21	23.77	23.77	22.75	22.75	20.41	20.41	16.47	16.47	12.71	12.71	9.821	9.821	8.461	8.461	7.575	7.575	6.935	6.935	6.798	6.798	6.641	6.641	6.660	6.660	6.501	6.501	6.475	6.475	6.516	6.516
1,166.00	11.99	11.99	8.317	8.317	25.36	25.36	24.02	24.02	23.09	23.09	20.71	20.71	16.71	16.71	12.81	12.81	9.953	9.953	8.496	8.496	7.626	7.626	6.979	6.979	6.842	6.842	6.668	6.668	6.690	6.690	6.566	6.566	6.508	6.508	6.510	6.510
1,168.00	12.08	12.08	8.371	8.371	25.52	25.52	24.20	24.20	23.40	23.40	20.91	20.91	16.86	16.86	12.88	12.88	10.07	10.07	8.511	8.511	7.671	7.671	7.013	7.013	6.891	6.891	6.691	6.691	6.732	6.732	6.612	6.612	6.518	6.518	6.515	6.515
1,170.00	12.15	12.15	8.413	8.413	25.74	25.74	24.32	24.32	23.65	23.65	21.01	21.01	16.92	16.92	12.91	12.91	10.15	10.15	8.516	8.516	7.705	7.705	7.047	7.047	6.940	6.940	6.709	6.709	6.785	6.785	6.633	6.633	6.510	6.510	6.537	6.537
1,172.00	12.19	12.19	8.442	8.442	25.99	25.99	24.40	24.40	23.83	23.83	21.02	21.02	16.91	16.91	12.91	12.91	10.20	10.20	8.524	8.524	7.722	7.722	7.088	7.088	6.987	6.987	6.725	6.725	6.844	6.844	6.634	6.634	6.496	6.496	6.575	6.575
1,174.00	12.22	12.22	8.449	8.449	26.24	26.24	24.44	24.44	23.91	23.91	20.97	20.97	16.83	16.83	12.90	12.90	10.22	10.22	8.536	8.536	7.719	7.719	7.138	7.138	7.024	7.024	6.743	6.743	6.899	6.899	6.623	6.623	6.484	6.484	6.621	6.621
1,176.00	12.23	12.23	8.430	8.430	26.45	26.45	24.47	24.47	23.89	23.89	20.89	20.89	16.71	16.71	12.86	12.86	10.24	10.24	8.540	8.540	7.693	7.693	7.191	7.191	7.048	7.048	6.769	6.769	6.939	6.939	6.610	6.610	6.481	6.481	6.664	6.664
1,178.00	12.21	12.21	8.390	8.390	26.55	26.55	24.48	24.48	23.75	23.75	20.79	20.79	16.56	16.56	12.82	12.82	10.25	10.25	8.523	8.523	7.643	7.643	7.232	7.232	7.056	7.056	6.801	6.801	6.955	6.955	6.603	6.603	6.494	6.494	6.691	6.691
1,180.00	12.16	12.16	8.339	8.339	26.49	26.49	24.44	24.44	23.50	23.50	20.65	20.65	16.36	16.36	12.75	12.75	10.20	10.20	8.467	8.467	7.573	7.573	7.241	7.241	7.046	7.046	6.833	6.833	6.944	6.944	6.602	6.602	6.524	6.524	6.694	6.694
1,182.00	12.06	12.06	8.288	8.288	26.23	26.23	24.32	24.32	23.14	23.14	20.44	20.44	16.11	16.11	12.65	12.65	10.11	10.11	8.373	8.373	7.487	7.487	7.206	7.206	7.024	7.024	6.856	6.856	6.900	6.900	6.597	6.597	6.565	6.565	6.671	6.671
1,184.00	11.91	11.91	8.237	8.237	25.76	25.76	24.07	24.07	22.67	22.67	20.13	20.13	15.81	15.81	12.50	12.50	9.955	9.955	8.248	8.248	7.392	7.392	7.132	7.132	6.994	6.994	6.860	6.860	6.822	6.822	6.578	6.578	6.615	6.615	6.629	6.629
1,186.00	11.71	11.71	8.170	8.170	25.14	25.14	23.69	23.69	22.15	22.15	19.70	19.70	15.49	15.49	12.29	12.29	9.777	9.777	8.107	8.107	7.302	7.302	7.033	7.033	6.960	6.960	6.839	6.839	6.717	6.717	6.543	6.543	6.662	6.662	6.582	6.582
1,188.00	11.49	11.49	8.070	8.070	24.43	24.43	23.17	23.17	21.60	21.60	19.16	19.16	15.14	15.14	12.01	12.01	9.590	9.590	7.957	7.957	7.229	7.229	6.924	6.924	6.920	6.920	6.786	6.786	6.595	6.595	6.494	6.494	6.689	6.689	6.545	6.545
1,190.00	11.25	11.25	7.930	7.930	23.72	23.72	22.55	22.55	21.06	21.06	18.55	18.55	14.80	14.80	11.68	11.68	9.402	9.402	7.801	7.801	7.174	7.174	6.813	6.813	6.880	6.880	6.708	6.708	6.478	6.478	6.445	6.445	6.690	6.690	6.531	6.531
1,192.00	11.00	11.00	7.757	7.757	23.06	23.06	21.85	21.85	20.54	20.54	17.91	17.91	14.45	14.45	11.32	11.32	9.209	9.209	7.643	7.643	7.135	7.135	6.707	6.707	6.844	6.844	6.623	6.623	6.386	6.386	6.404	6.404	6.669	6.669	6.538	6.538
1,194.00	10.76	10.76	7.563	7.563	22.45	22.45	21.11	21.11	20.04	20.04	17.26	17.26	14.09	14.09	10.96	10.96	9.004	9.004	7.489	7.489	7.108	7.108	6.604	6.604	6.812	6.812	6.553	6.553	6.333	6.333	6.369	6.369	6.632	6.632	6.552	6.552
1,196.00	10.53	10.53	7.363	7.363	21.86	21.86	20.38	20.38	19.54	19.54	16.66	16.66	13.70	13.70	10.61	10.61	8.786	8.786	7.349	7.349	7.083	7.083	6.508	6.508	6.779	6.779	6.514	6.514	6.326	6.326	6.340	6.340	6.590	6.590	6.558	6.558
1,198.00	10.30	10.30	7.162	7.162	21.29	21.29	19.68	19.68	19.04	19.04	16.13	16.13	13.29	13.29	10.30	10.30	8.562	8.562	7.238	7.238	7.049	7.049	6.429	6.429	6.741	6.741	6.500	6.500	6.355	6.355	6.320	6.320	6.550	6.550	6.548	6.548
1,200.00	10.10	10.10	6.962	6.962	20.74	20.74	19.05	19.05	18.54	18.54	15.66	15.66	12.86	12.86	10.02	10.02	8.341	8.341	7.160	7.160	7.002	7.002	6.377	6.377	6.690	6.690	6.491	6.491	6.403	6.403	6.314	6.314	6.513	6.513	6.520	6.520
1,202.00	9.904	9.904	6.765	6.765	20.23	20.23	18.49	18.49	18.07	18.07	15.27	15.27	12.43	12.43	9.771	9.771	8.129	8.129	7.111	7.111	6.934	6.934	6.353	6.353	6.622	6.622	6.465	6.465	6.451	6.451	6.324	6.324	6.474	6.474	6.481	6.481
1,204.00	9.726	9.726	6.586	6.586	19.75	19.75	17.99	17.99	17.62	17.62	14.94	14.94	12.04	12.04	9.551	9.551	7.931	7.931	7.080	7.080	6.846	6.846	6.351	6.351	6.543	6.543	6.411	6.411	6.488	6.488	6.348	6.348	6.428	6.428	6.445	6.445
1,206.00	9.561	9.561	6.436	6.436	19.30	19.30	17.52	17.52	17.20	17.20	14.65	14.65	11.72	11.72	9.348	9.348	7.746	7.746	7.053	7.053	6.747	6.747	6.365	6.365	6.462	6.462	6.335	6.335	6.505	6.505	6.374	6.374	6.367	6.367	6.415	6.415
1,208.00	9.407	9.407	6.324	6.324	18.88	18.88	17.09	17.09	16.77	16.77	14.39	14.39	11.45	11.45	9.153	9.153	7.580	7.580	7.021	7.021	6.654	6.654	6.388	6.388	6.389	6.389	6.256	6.256	6.500	6.500	6.387	6.387	6.291	6.291	6.389	6.389
1,210.00	9.264	9.264	6.244	6.244	18.48	18.48	16.72	16.72	16.32	16.32	14.16	14.16	11.24	11.24	8.968	8.968	7.442	7.442	6.977	6.977	6.576	6.576	6.412	6.412	6.330	6.330	6.194	6.194	6.479	6.479	6.383	6.383	6.208	6.208	6.361	6.361
1,212.00	9.132	9.132	6.178	6.178	18.10	18.10	16.41	16.41	15.85	15.85	13.93	13.93	11.05	11.05	8.803	8.803	7.338	7.338	6.919	6.919	6.517	6.517	6.425	6.425	6.286	6.286	6.163	6.163	6.438	6.438	6.369	6.369	6.137	6.137	6.333	6.333
1,214.00	9.010	9.010	6.100	6.100	17.73	17.73	16.16	16.16	15.39	15.39	13.69	13.69	10.88	10.88	8.667	8.667	7.261	7.261	6.850	6.850	6.474	6.474	6.421	6.421	6.252	6.252	6.163	6.163	6.377	6.377	6.355	6.355	6.098	6.098	6.304	6.304
1,216.00	8.895	8.895	6.000	6.000	17.37	17.37	15.92	15.92	14.97	14.97	13.43	13.43	10.71	10.71	8.567	8.567	7.199	7.199	6.781	6.781	6.439	6.439	6.393	6.393	6.226	6.226	6.180	6.180	6.299	6.299	6.344	6.344	6.099	6.099	6.280	6.280
1,218.00	8.787	8.787	5.885	5.885	17.02	17.02	15.70	15.70	14.62	14.62	13.16	13.16	10.53	10.53	8.493	8.493	7.145	7.145	6.722	6.722	6.402	6.402	6.345	6.345	6.216	6.216	6.197	6.197	6.218	6.218	6.332	6.332	6.130	6.130	6.264	6.264
1,220.00	8.688	8.688	5.770	5.770	16.71	16.71	15.47	15.47	14.32	14.32	12.88	12.88	10.36	10.36	8.428	8.428	7.104	7.104	6.676	6.676	6.363	6.363	6.295	6.295	6.226	6.226	6.200	6.200	6.149	6.149	6.313	6.313	6.170	6.170	6.257	6.257
1,222.00	8.603	8.603	5.668	5.668	16.46	16.46	15.25	15.25	14.08	14.08	12.60	12.60	10.21	10.21	8.358	8.358	7.093	7.093	6.647	6.647	6.331	6.331	6.260	6.260	6.256	6.256	6.189	6.189	6.109	6.109	6.279	6.279	6.206	6.206	6.256	6.256
1,224.00	8.536	8.536	5.587	5.587	16.28	16.28	15.05	15.05	13.87	13.87	12.34	12.34	10.07	10.07	8.285	8.285	7.122	7.122	6.631	6.631	6.317	6.317	6.246	6.246	6.305	6.305	6.177	6.177	6.101	6.101	6.231	6.231	6.231	6.231	6.261	6.261
1,226.00	8.484	8.484	5.521	5.521	16.16	16.16	14.88	14.88	13.68	13.68	12.10	12.10	9.946	9.946	8.214	8.214	7.179	7.179	6.620	6.620	6.324	6.324	6.240	6.240	6.359	6.359	6.175	6.175	6.120	6.120	6.183	6.183	6.249	6.249	6.270	6.270
1,228.00	8.440	8.440	5.464	5.464	16.07	16.07	14.71	14.71	13.51	13.51	11.89	11.89	9.839	9.839	8.157	8.157	7.233	7.233	6.614	6.614	6.344	6.344	6.225	6.225	6.403	6.403	6.180	6.180	6.151	6.151	6.150	6.150	6.266	6.266	6.278	6.278
1,230.00	8.396	8.396	5.410	5.410	15.96	15.96	14.52	14.52	13.37	13.37	11.70	11.70	9.730	9.730	8.113	8.113	7.253	7.253	6.613	6.613	6.365	6.365	6.184	6.184	6.424	6.424	6.185	6.185	6.188	6.188	6.142	6.142	6.280	6.280	6.282	6.282
1,232.00	8.345	8.345	5.357	5.357	15.85	15.85	14.30	14.30	13.25	13.25	11.53	11.53	9.609	9.609	8.073	8.073	7.227	7.227	6.617	6.617	6.376	6.376	6.118	6.118	6.420	6.420	6.185	6.185	6.229	6.229	6.156	6.156	6.285	6.285	6.278	6.278
1,234.00	8.287	8.287	5.303	5.303	15.71	15.71	14.07	14.07	13.13	13.13	11.39	11.39	9.475	9.475	8.023	8.023	7.163	7.163	6.617	6.617	6.378	6.378	6.047	6.047	6.390	6.390	6.182	6.182	6.271	6.271	6.181	6.181	6.275	6.275	6.270	6.270
1,236.00	8.228	8.228	5.247	5.247	15.58	15.58	13.87	13.87	13.00	13.00	11.27	11.27	9.340	9.340	7.955	7.955	7.091	7.091	6.606	6.606	6.380	6.380	5.996	5.996	6.344	6.344	6.181	6.181	6.303	6.303	6.206	6.206	6.252	6.252	6.264	6.264
1,238.00	8.174	8.174	5.188	5.188	15.44	15.44	13.72	13.72	12.86	12.86	11.17	11.17	9.214	9.214	7.870	7.870	7.039	7.039	6.576	6.576	6.390	6.390	5.983	5.983	6.294	6.294	6.190	6.190	6.320	6.320	6.222	6.222	6.230	6.230	6.264	6.264
1,240.00	8.129	8.129	5.136	5.136	15.30	15.30	13.62	13.62	12.70	12.70	11.09	11.09	9.107	9.107	7.787	7.787	7.021	7.021	6.526	6.526	6.403	6.403	6.010	6.010	6.247	6.247	6.200	6.200	6.323	6.323	6.237	6.237	6.222	6.222	6.271	6.271
1,242.00	8.096	8.096	5.095	5.095	15.17	15.17	13.54	13.54	12.57	12.57	11.02	11.02	9.028	9.028	7.725	7.725	7.032	7.032	6.474	6.474	6.407	6.407	6.067	6.067	6.215	6.215	6.198	6.198	6.315	6.315	6.267	6.267	6.234	6.234	6.290	6.290
1,244.00	8.076	8.076	5.065	5.065	15.05	15.05	13.45	13.45	12.47	12.47	10.96	10.96	8.969	8.969	7.697	7.697	7.065	7.065	6.435	6.435	6.396	6.396	6.138	6.138	6.208	6.208	6.183	6.183	6.306	6.306	6.314	6.314	6.266	6.266	6.327	6.327
1,246.00	8.067	8.067	5.042	5.042	14.96	14.96	13.34	13.34	12.40	12.40	10.90	10.90	8.923	8.923	7.703	7.703	7.101	7.101	6.421	6.421	6.372	6.372	6.210	6.210	6.230	6.230	6.167	6.167	6.302	6.302	6.374	6.374	6.302	6.302	6.379	6.379
1,248.00	8.066	8.066	5.019	5.019	14.90	14.90	13.24	13.24	12.37	12.37	10.85	10.85	8.892	8.892	7.730	7.730	7.118	7.118	6.430	6.430	6.347	6.347	6.273	6.273	6.280	6.280	6.161	6.161	6.303	6.303	6.440	6.440	6.324	6.324	6.443	6.443
1,250.00	8.071	8.071	4.988	4.988	14.87	14.87	13.16	13.16	12.34	12.34	10.82	10.82	8.878	8.878	7.765	7.765	7.110	7.110	6.451	6.451	6.338	6.338	6.323	6.323	6.347	6.347	6.176	6.176	6.302	6.302	6.495	6.495	6.322	6.322	6.509	6.509
1,252.00	8.079	8.079	4.948	4.948	14.86	14.86	13.14	13.14	12.31	12.31	10.82	10.82	8.886	8.886	7.796	7.796	7.080	7.080	6.472	6.472	6.349	6.349	6.366	6.366	6.415	6.415	6.208	6.208	6.300	6.300	6.530	6.530	6.300	6.300	6.566	6.566
1,254.00	8.089	8.089	4.904	4.904	14.87	14.87	13.17	13.17	12.27	12.27	10.84	10.84	8.919	8.919	7.820	7.820	7.034	7.034	6.483	6.483	6.371	6.371	6.408	6.408	6.457	6.457	6.243	6.243	6.303	6.303	6.546	6.546	6.269	6.269	6.603	6.603
1,256.00	8.098	8.098	4.856	4.856	14.90	14.90	13.22	13.22	12.22	12.22	10.89	10.89	8.972	8.972	7.836	7.836	6.983	6.983	6.486	6.486	6.389	6.389	6.456	6.456	6.461	6.461	6.269	6.269	6.309	6.309	6.550	6.550	6.242	6.242	6.615	6.615
1,258.00	8.102	8.102	4.806	4.806	14.93	14.93	13.26	13.26	12.19	12.19	10.95	10.95	9.020	9.020	7.843	7.843	6.937	6.937	6.496	6.496	6.394	6.394	6.515	6.515	6.427	6.427	6.286	6.286	6.314	6.314	6.546	6.546	6.228	6.228	6.603	6.603
1,260.00	8.100	8.100	4.759	4.759	14.94	14.94	13.27	13.27	12.17	12.17	10.99	10.99	9.040	9.040	7.842	7.842	6.897	6.897	6.522	6.522	6.382	6.382	6.582	6.582	6.366	6.366	6.295	6.295	6.314	6.314	6.538	6.538	6.231	6.231	6.569	6.569
1,262.00	8.094	8.094	4.722	4.722	14.92	14.92	13.24	13.24	12.20	12.20	11.02	11.02	9.026	9.026	7.834	7.834	6.859	6.859	6.573	6.573	6.365	6.365	6.637	6.637	6.311	6.311	6.297	6.297	6.306	6.306	6.528	6.528	6.246	6.246	6.525	6.525
1,264.00	8.089	8.089	4.706	4.706	14.87	14.87	13.18	13.18	12.27	12.27	11.04	11.04	8.987	8.987	7.826	7.826	6.829	6.829	6.642	6.642	6.361	6.361	6.659	6.659	6.293	6.293	6.289	6.289	6.290	6.290	6.513	6.513	6.270	6.270	6.489	6.489
1,266.00	8.089	8.089	4.719	4.719	14.81	14.81	13.10	13.10	12.36	12.36	11.08	11.08	8.943	8.943	7.817	7.817	6.816	6.816	6.711	6.711	6.379	6.379	6.645	6.645	6.315	6.315	6.265	6.265	6.279	6.279	6.493	6.493	6.297	6.297	6.475	6.475
1,268.00	8.096	8.096	4.751	4.751	14.77	14.77	13.04	13.04	12.46	12.46	11.15	11.15	8.908	8.908	7.801	7.801	6.823	6.823	6.754	6.754	6.419	6.419	6.599	6.599	6.360	6.360	6.224	6.224	6.283	6.283	6.474	6.474	6.329	6.329	6.492	6.492
1,270.00	8.107	8.107	4.785	4.785	14.74	14.74	13.01	13.01	12.53	12.53	11.22	11.22	8.884	8.884	7.771	7.771	6.851	6.851	6.761	6.761	6.470	6.470	6.541	6.541	6.408	6.408	6.179	6.179	6.309	6.309	6.460	6.460	6.365	6.365	6.535	6.535
1,272.00	8.116	8.116	4.798	4.798	14.72	14.72	13.01	13.01	12.56	12.56	11.25	11.25	8.867	8.867	7.723	7.723	6.897	6.897	6.733	6.733	6.514	6.514	6.498	6.498	6.443	6.443	6.155	6.155	6.353	6.353	6.451	6.451	6.402	6.402	6.598	6.598
1,274.00	8.120	8.120	4.779	4.779	14.68	14.68	13.03	13.03	12.56	12.56	11.22	11.22	8.855	8.855	7.663	7.663	6.951	6.951	6.685	6.685	6.535	6.535	6.488	6.488	6.461	6.461	6.164	6.164	6.408	6.408	6.450	6.450	6.435	6.435	6.666	6.666
1,276.00	8.121	8.121	4.733	4.733	14.63	14.63	13.06	13.06	12.54	12.54	11.15	11.15	8.858	8.858	7.608	7.608	7.004	7.004	6.642	6.642	6.535	6.535	6.506	6.506	6.475	6.475	6.212	6.212	6.465	6.465	6.459	6.459	6.457	6.457	6.718	6.718
1,278.00	8.122	8.122	4.681	4.681	14.58	14.58	13.09	13.09	12.50	12.50	11.04	11.04	8.882	8.882	7.586	7.586	7.056	7.056	6.626	6.626	6.525	6.525	6.542	6.542	6.494	6.494	6.289	6.289	6.518	6.518	6.481	6.481	6.456	6.456	6.738	6.738
1,280.00	8.128	8.128	4.642	4.642	14.53	14.53	13.09	13.09	12.44	12.44	10.94	10.94	8.927	8.927	7.616	7.616	7.100	7.100	6.650	6.650	6.521	6.521	6.582	6.582	6.521	6.521	6.378	6.378	6.572	6.572	6.517	6.517	6.437	6.437	6.716	6.716
1,282.00	8.140	8.140	4.627	4.627	14.51	14.51	13.08	13.08	12.36	12.36	10.85	10.85	8.987	8.987	7.696	7.696	7.123	7.123	6.712	6.712	6.533	6.533	6.613	6.613	6.549	6.549	6.466	6.466	6.628	6.628	6.563	6.563	6.413	6.413	6.660	6.660
1,284.00	8.156	8.156	4.642	4.642	14.52	14.52	13.06	13.06	12.25	12.25	10.80	10.80	9.054	9.054	7.807	7.807	7.123	7.123	6.796	6.796	6.556	6.556	6.630	6.630	6.576	6.576	6.551	6.551	6.685	6.685	6.610	6.610	6.403	6.403	6.591	6.591
1,286.00	8.176	8.176	4.678	4.678	14.54	14.54	13.04	13.04	12.15	12.15	10.78	10.78	9.123	9.123	7.917	7.917	7.107	7.107	6.877	6.877	6.580	6.580	6.644	6.644	6.598	6.598	6.634	6.634	6.739	6.739	6.642	6.642	6.416	6.416	6.532	6.532
1,288.00	8.198	8.198	4.726	4.726	14.57	14.57	13.03	13.03	12.07	12.07	10.79	10.79	9.181	9.181	7.996	7.996	7.082	7.082	6.930	6.930	6.600	6.600	6.670	6.670	6.617	6.617	6.705	6.705	6.785	6.785	6.655	6.655	6.455	6.455	6.500	6.500
1,290.00	8.222	8.222	4.778	4.778	14.60	14.60	13.05	13.05	12.04	12.04	10.83	10.83	9.218	9.218	8.027	8.027	7.066	7.066	6.941	6.941	6.624	6.624	6.721	6.721	6.636	6.636	6.747	6.747	6.818	6.818	6.651	6.651	6.517	6.517	6.502	6.502
1,292.00	8.247	8.247	4.827	4.827	14.61	14.61	13.10	13.10	12.07	12.07	10.89	10.89	9.230	9.230	8.014	8.014	7.076	7.076	6.913	6.913	6.655	6.655	6.794	6.794	6.662	6.662	6.746	6.746	6.841	6.841	6.643	6.643	6.597	6.597	6.537	6.537
1,294.00	8.273	8.273	4.864	4.864	14.63	14.63	13.15	13.15	12.12	12.12	10.95	10.95	9.221	9.221	7.975	7.975	7.110	7.110	6.861	6.861	6.686	6.686	6.872	6.872	6.697	6.697	6.700	6.700	6.861	6.861	6.651	6.651	6.688	6.688	6.600	6.600
1,296.00	8.297	8.297	4.883	4.883	14.65	14.65	13.19	13.19	12.19	12.19	11.00	11.00	9.200	9.200	7.931	7.931	7.159	7.159	6.806	6.806	6.707	6.707	6.929	6.929	6.738	6.738	6.629	6.629	6.889	6.889	6.684	6.684	6.782	6.782	6.687	6.687
1,298.00	8.321	8.321	4.889	4.889	14.69	14.69	13.21	13.21	12.26	12.26	11.03	11.03	9.180	9.180	7.902	7.902	7.210	7.210	6.764	6.764	6.706	6.706	6.943	6.943	6.778	6.778	6.568	6.568	6.923	6.923	6.742	6.742	6.866	6.866	6.789	6.789
1,300.00	8.344	8.344	4.887	4.887	14.76	14.76	13.20	13.20	12.34	12.34	11.04	11.04	9.159	9.159	7.896	7.896	7.249	7.249	6.750	6.750	6.686	6.686	6.914	6.914	6.812	6.812	6.547	6.547	6.961	6.961	6.816	6.816	6.926	6.926	6.892	6.892
1,302.00	8.364	8.364	4.877	4.877	14.83	14.83	13.20	13.20	12.41	12.41	11.04	11.04	9.129	9.129	7.909	7.909	7.263	7.263	6.771	6.771	6.665	6.665	6.862	6.862	6.837	6.837	6.577	6.577	6.993	6.993	6.887	6.887	6.956	6.956	6.979	6.979
1,304.00	8.380	8.380	4.863	4.863	14.89	14.89	13.18	13.18	12.48	12.48	11.03	11.03	9.087	9.087	7.928	7.928	7.253	7.253	6.821	6.821	6.665	6.665	6.819	6.819	6.858	6.858	6.648	6.648	7.003	7.003	6.939	6.939	6.963	6.963	7.040	7.040
1,306.00	8.392	8.392	4.843	4.843	14.91	14.91	13.17	13.17	12.52	12.52	11.03	11.03	9.040	9.040	7.945	7.945	7.231	7.231	6.886	6.886	6.698	6.698	6.809	6.809	6.883	6.883	6.738	6.738	6.982	6.982	6.960	6.960	6.957	6.957	7.066	7.066
1,308.00	8.400	8.400	4.814	4.814	14.92	14.92	13.15	13.15	12.54	12.54	11.05	11.05	8.999	8.999	7.958	7.958	7.211	7.211	6.950	6.950	6.759	6.759	6.839	6.839	6.914	6.914	6.821	6.821	6.930	6.930	6.948	6.948	6.948	6.948	7.057	7.057
1,310.00	8.404	8.404	4.778	4.778	14.91	14.91	13.14	13.14	12.52	12.52	11.10	11.10	8.976	8.976	7.968	7.968	7.205	7.205	7.000	7.000	6.837	6.837	6.893	6.893	6.946	6.946	6.874	6.874	6.860	6.860	6.906	6.906	6.933	6.933	7.020	7.020
1,312.00	8.405	8.405	4.742	4.742	14.92	14.92	13.13	13.13	12.48	12.48	11.18	11.18	8.978	8.978	7.980	7.980	7.221	7.221	7.034	7.034	6.921	6.921	6.941	6.941	6.974	6.974	6.879	6.879	6.789	6.789	6.844	6.844	6.904	6.904	6.970	6.970
1,314.00	8.406	8.406	4.713	4.713	14.94	14.94	13.14	13.14	12.45	12.45	11.26	11.26	9.002	9.002	7.997	7.997	7.255	7.255	7.051	7.051	7.001	7.001	6.957	6.957	6.997	6.997	6.838	6.838	6.737	6.737	6.779	6.779	6.856	6.856	6.927	6.927
1,316.00	8.411	8.411	4.695	4.695	14.98	14.98	13.19	13.19	12.43	12.43	11.35	11.35	9.035	9.035	8.020	8.020	7.296	7.296	7.057	7.057	7.066	7.066	6.940	6.940	7.015	7.015	6.767	6.767	6.718	6.718	6.727	6.727	6.792	6.792	6.903	6.903
1,318.00	8.423	8.423	4.690	4.690	15.04	15.04	13.29	13.29	12.44	12.44	11.43	11.43	9.075	9.075	8.049	8.049	7.330	7.330	7.052	7.052	7.103	7.103	6.905	6.905	7.030	7.030	6.698	6.698	6.735	6.735	6.701	6.701	6.723	6.723	6.907	6.907
1,320.00	8.446	8.446	4.698	4.698	15.12	15.12	13.43	13.43	12.48	12.48	11.49	11.49	9.124	9.124	8.087	8.087	7.344	7.344	7.038	7.038	7.105	7.105	6.875	6.875	7.036	7.036	6.662	6.662	6.787	6.787	6.707	6.707	6.663	6.663	6.933	6.933
1,322.00	8.477	8.477	4.710	4.710	15.24	15.24	13.59	13.59	12.54	12.54	11.52	11.52	9.186	9.186	8.134	8.134	7.336	7.336	7.017	7.017	7.075	7.075	6.866	6.866	7.023	7.023	6.677	6.677	6.870	6.870	6.740	6.740	6.624	6.624	6.966	6.966
1,324.00	8.513	8.513	4.722	4.722	15.38	15.38	13.73	13.73	12.60	12.60	11.52	11.52	9.266	9.266	8.190	8.190	7.314	7.314	6.996	6.996	7.036	7.036	6.881	6.881	6.982	6.982	6.738	6.738	6.969	6.969	6.792	6.792	6.614	6.614	6.999	6.999
1,326.00	8.551	8.551	4.730	4.730	15.52	15.52	13.81	13.81	12.66	12.66	11.48	11.48	9.363	9.363	8.253	8.253	7.296	7.296	6.987	6.987	7.014	7.014	6.907	6.907	6.918	6.918	6.826	6.826	7.068	7.068	6.855	6.855	6.633	6.633	7.033	7.033
1,328.00	8.587	8.587	4.733	4.733	15.65	15.65	13.84	13.84	12.72	12.72	11.41	11.41	9.470	9.470	8.317	8.317	7.294	7.294	6.999	6.999	7.023	7.023	6.932	6.932	6.850	6.850	6.917	6.917	7.149	7.149	6.927	6.927	6.684	6.684	7.069	7.069
1,330.00	8.622	8.622	4.734	4.734	15.75	15.75	13.85	13.85	12.78	12.78	11.32	11.32	9.569	9.569	8.373	8.373	7.312	7.312	7.036	7.036	7.058	7.058	6.951	6.951	6.801	6.801	6.986	6.986	7.195	7.195	7.002	7.002	6.764	6.764	7.107	7.107
1,332.00	8.654	8.654	4.736	4.736	15.81	15.81	13.87	13.87	12.82	12.82	11.23	11.23	9.650	9.650	8.410	8.410	7.341	7.341	7.086	7.086	7.095	7.095	6.960	6.960	6.788	6.788	7.027	7.027	7.204	7.204	7.070	7.070	6.864	6.864	7.147	7.147
1,334.00	8.682	8.682	4.744	4.744	15.87	15.87	13.96	13.96	12.85	12.85	11.18	11.18	9.702	9.702	8.417	8.417	7.371	7.371	7.128	7.128	7.106	7.106	6.954	6.954	6.815	6.815	7.044	7.044	7.190	7.190	7.121	7.121	6.973	6.973	7.181	7.181
1,336.00	8.705	8.705	4.758	4.758	15.94	15.94	14.09	14.09	12.85	12.85	11.16	11.16	9.717	9.717	8.387	8.387	7.403	7.403	7.144	7.144	7.085	7.085	6.937	6.937	6.870	6.870	7.051	7.051	7.169	7.169	7.146	7.146	7.081	7.081	7.202	7.202
1,338.00	8.726	8.726	4.779	4.779	16.06	16.06	14.24	14.24	12.85	12.85	11.17	11.17	9.699	9.699	8.322	8.322	7.436	7.436	7.130	7.130	7.044	7.044	6.916	6.916	6.933	6.933	7.061	7.061	7.153	7.153	7.149	7.149	7.185	7.185	7.211	7.211
1,340.00	8.748	8.748	4.808	4.808	16.24	16.24	14.37	14.37	12.87	12.87	11.20	11.20	9.662	9.662	8.230	8.230	7.474	7.474	7.104	7.104	7.007	7.007	6.897	6.897	6.983	6.983	7.084	7.084	7.148	7.148	7.143	7.143	7.280	7.280	7.211	7.211
